Product_ID,Product Name,Brand,Category,Subcategory,Pack Size,MRP ,Price ,SKU,Description,Image URL / Product Link
P001037,Organic Box Premium Californian Organic Walnut,Organic Box,Dry Fruits & Nuts,Walnuts,200 g,999,389,665767,Premium Californian organic walnuts.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIpnN1JvLlK_zTn9ZpMEZnC3Fup81LCUNuW7vVoCK8XA&s
P001038,Tata Sampann 100% Pure Premium Walnut Kernels,Tata Sampann,Dry Fruits & Nuts,Walnuts,200 g,565,462,541226,Premium walnut kernels.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7zeZOcxW44Ws4IrAkki8XekbQzT0p4AmmY6QcLs1lXA&s
P001039,Tata Sampann Premium Walnuts/Akhrot,Tata Sampann,Dry Fruits & Nuts,Walnuts,200 g,565,469,40312414,"Premium walnuts rich in dietary fibre, protein and magnesium.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx0Rh8-TZ-7QaegvGbEidqQA_DPBicXQULX08ayWe9Uw&s
P001040,True Elements Walnuts,True Elements,Dry Fruits & Nuts,Walnuts,200 g,450,368.51,40252650,"Kashmiri walnuts, premium dry fruit with omega-3 and minerals.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0QkjrKmD9cVNjCMYOD7lfC8G4L8y1PIkI3Smmss52oA&s
P001041,True Elements Walnuts,True Elements,Dry Fruits & Nuts,Walnuts,400 g,900,707.53,40252650,Two 200 g packs of True Elements walnuts.,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT26bJxGuep7aLXEJhdP-UCtiMWpVjKBNgqIqVm5xeuQ-Q3uQ
P001042,Khari Foods Premium Walnuts Kernels,Khari Foods,Dry Fruits & Nuts,Walnuts,200 g,399,322.87,40359134,Premium walnut kernels.,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQcwydbVhlq9wGwN78W-LtaePYwE-CP8h8v5Y9HmlVR51DfbA
P001043,Happilo Natural Premium Californian Inshell Walnuts,Happilo,Dry Fruits & Nuts,Walnuts,200 g,195,179,40087195,Natural premium Californian walnuts in shell.,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSTUODiJ5xLzTYZLlFhvnMeVnSmCB7f7EclcLFmxqevgenI4w
P001044,Happilo Natural Premium Californian Inshell Walnuts,Happilo,Dry Fruits & Nuts,Walnuts,500 g,575,479,40087195,Natural premium Californian walnuts in shell.,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSTUODiJ5xLzTYZLlFhvnMeVnSmCB7f7EclcLFmxqevgenI4w
P001045,Happilo Natural Premium Californian Inshell Walnuts,Happilo,Dry Fruits & Nuts,Walnuts,1 kg,"1,095",949,40087195,Natural premium Californian walnuts in shell.,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSTUODiJ5xLzTYZLlFhvnMeVnSmCB7f7EclcLFmxqevgenI4w
P001046,Nutraj Chilean Walnut Inshell Walnuts,Nutraj,Dry Fruits & Nuts,Walnuts,500 g,651,509,RVX1RYQCYU,Chilean walnuts in shell.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTboeI6zMSIuIv7r5i0q1D9DJXbxRVP1CnUNo3CVqsGiw&s
P001047,Walnutmart Unshelled Walnuts Chopped Walnuts,Walnutmart,Dry Fruits & Nuts,Walnuts,500 g,899,679,RVP5RLUZFD,Chopped walnut halves and pieces; no preservatives.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVt0hDkw2lRLeHVfHKvgGutluRMdtr0e5GO4YuRCK2Ew&s
P001048,Walnutmart Walnut Kernels Broken,Walnutmart,Dry Fruits & Nuts,Walnuts,500 g,899,549,RVNWB02Z4J,Broken walnut kernels without shell.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVt0hDkw2lRLeHVfHKvgGutluRMdtr0e5GO4YuRCK2Ew&s
P001049,Shellfeast Walnuts Without Shell – Diamond Walnut Kernels,Shellfeast,Dry Fruits & Nuts,Walnuts,500 g,899,659,RVHUJEBE2F,Kashmiri walnut kernels without shell.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFE4qC7Xd7QzjYWrzYr-nrbTb4OgylrOX42OU57QasNQ&s
P001050,Freshene Organic Kashmiri In-Shell Walnut,Freshene,Dry Fruits & Nuts,Walnuts,500 g,699,549,—,Organic Kashmiri in-shell walnuts without chemical wash.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpFhAqCITmX1fXtCItB6_THQ0PGI5tAcaFZSESt8KNOg&s
P001051,Tim Tim Supreme Walnuts Inshell,Tim Tim,Dry Fruits & Nuts,Walnuts,500 g,499,399,—,Supreme in-shell walnuts.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdb3xmXJ-drn3LIAPYdYTRvq5XGO6mz82pQOrsQVayWA&s
P001052,YUM YUM Inshell California Walnut,YUM YUM,Dry Fruits & Nuts,Walnuts,500 g,675,525,RVS38AKYVO,California walnuts in shell; country of origin USA.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdb3xmXJ-drn3LIAPYdYTRvq5XGO6mz82pQOrsQVayWA&s
P001053,Nutrihar Premium Natural Walnut Kernels,Nutrihar,Dry Fruits & Nuts,Walnuts,500 g,3720,"3,700",—,"Natural walnut kernels, whole/lightly broken.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_yXFurZDXbVq9mGnEqKKenWkXzzgCfCb3ojuxyqoePw&s
P001054,DSND Walnuts Akhrot Giri Walnut Kernels,DSND,Dry Fruits & Nuts,Walnuts,500 g,750,580,—,Walnut kernels/akhrot giri.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSERxJiMHVDb3nDOV5ldaJn22LMWQUOEJ-z4L2_67qeEg&s
P001055,BB Royal Organic Walnut/Akhrot Kernels,BB Royal Organic,Dry Fruits & Nuts,Walnuts,100 g,279,243.09,40168548,Organic walnut kernels.,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR3lyHn_Vf_Qjr3HxXWGr_GKjt0WdtUPUcqiqd-x07OLX4jsw
P001056,BB Royal Organic Walnut/Akhrot Kernels,BB Royal Organic,Dry Fruits & Nuts,Walnuts,200 g,549,452,40168548,Organic walnut kernels.,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR3lyHn_Vf_Qjr3HxXWGr_GKjt0WdtUPUcqiqd-x07OLX4jsw
P001057,BB Royal Organic Walnut/Akhrot Kernels,BB Royal Organic,Dry Fruits & Nuts,Walnuts,500 g,"1,349","1,057",40199569,Organic walnut kernels.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCiozS1PH3N2gboAg48CCRVdgGaZfj8u6WDSehTqOQToTKXw
P001058,bb Royal Walnut/Akhrot Kernels,bb Royal,Dry Fruits & Nuts,Walnuts,100 g,364,282.7,10000512,"Chilean walnut kernels, vacuum packed.",https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ_-2hrffLxxusEHMY7_4Ts47QFUslSERYk9hDbf8FHwMxTpg
P001059,bb Royal Walnut/Akhrot Kernels,bb Royal,Dry Fruits & Nuts,Walnuts,200 g,728,458,10000538,"Chilean walnut kernels, vacuum packed.",https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRsAAgXq3jR7v3usiz5YrwnE9rjs_ZgjmNG9PfpiXgbioO4GA
P001060,bb Royal Walnut/Akhrot Kernels,bb Royal,Dry Fruits & Nuts,Walnuts,500 g,"1,820","1,143",40035510,"Chilean walnut kernels, vacuum packed.",https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS9LYZZIFEm0nCYgT50kKr9kn_gve8pZxfP6VGwMW7mQ_Uv3g
P001061,bb Popular Walnut/Akhrot Kernels,bb Popular,Dry Fruits & Nuts,Walnuts,100 g,267,183,—,Walnut kernels.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTchfQMFVisr-v3XhinofLNM4BeJrzQDMElZHMBn9tBYA&s=10
P001062,bb Popular Walnut/Akhrot Kernels,bb Popular,Dry Fruits & Nuts,Walnuts,200 g,534,309,—,Walnut kernels.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-g3Vangvs1wvd0MoDrrnAlXQ3o5NUyrCGw83rIrNmeg&s
P001063,bb Popular Walnut/Akhrot In Shell,bb Popular,Dry Fruits & Nuts,Walnuts,200 g,176,175,—,In-shell walnuts.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQQ88COS7s8y5SlVUESOwhMOSMFRRKGDvRZPuFjw549Q&s=10
P001064,bb Popular Walnut/Akhrot In Shell,bb Popular,Dry Fruits & Nuts,Walnuts,500 g,439,371,—,In-shell walnuts.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQQ88COS7s8y5SlVUESOwhMOSMFRRKGDvRZPuFjw549Q&s=10
P001065,bb Royal Walnut/Akhrot In Shell,bb Royal,Dry Fruits & Nuts,Walnuts,500 g,711,578,—,In-shell walnuts.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFL8wyxU7zE00e6oO6yTCR1cGHIZZlKvj1a1VDcx5q13CEMg
P001066,bb Royal Kashmiri Walnut Kernels,bb Royal,Dry Fruits & Nuts,Walnuts,500 g,"1,465",844,—,Kashmiri walnut kernels in airtight pack.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFL8wyxU7zE00e6oO6yTCR1cGHIZZlKvj1a1VDcx5q13CEMg
P001067,bb Royal Chilean Walnut/Akhrot In Shell,bb Royal,Dry Fruits & Nuts,Walnuts,500 g,782,576,—,Chilean walnuts in shell.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFL8wyxU7zE00e6oO6yTCR1cGHIZZlKvj1a1VDcx5q13CEMg
P001068,bb Royal Californian Walnut/Akhrot In Shell,bb Royal,Dry Fruits & Nuts,Walnuts,1 kg,"1,000",872.2,—,Californian walnuts in shell.,https://www.bbassets.com/media/uploads/p/l/40324684_1-bb-royal-californian-walnut-akhrot-in-shell.jpg
P001069,Wonderland Foods California In Shell Walnuts,Wonderland Foods,Dry Fruits & Nuts,Walnuts,1 kg,950,712.5,—,California walnuts in shell.,https://www.bbassets.com/media/uploads/p/l/40312695_1-wonderland-foods-california-in-shell-walnut-100-natural.jpg
P001070,Wonderland Foods Chile Walnut Kernels,Wonderland Foods,Dry Fruits & Nuts,Walnuts,200 g,460,450,—,Chilean walnut kernels.,https://www.bbassets.com/media/uploads/p/l/40352784_1-wonderland-foods-chile-walnut-kernels.jpg
P001071,Open Secret Walnut Kernels/Akhrot,Open Secret,Dry Fruits & Nuts,Walnuts,200 g,500,313,—,Walnut kernels.,https://www.bbassets.com/media/uploads/p/l/40322025_2-open-secret-un-junked-walnut-kernels.jpg
P001072,"ProV Walnut - Whole, Natural",ProV,Dry Fruits & Nuts,Walnuts,500 g,549,428.63,—,Whole natural walnuts.,https://www.bbassets.com/media/uploads/p/l/40303164_1-prov-walnut-whole-natural.jpg
P001073,ProV Premium Walnut - Extra Light Halves,ProV,Dry Fruits & Nuts,Walnuts,250 g,549,460.06,—,Extra-light walnut halves.,https://www.bbassets.com/media/uploads/p/l/40303165_1-prov-premium-walnut-extra-light-halves.jpg
P001074,Khetika Premium Broken Walnut Kernels,Khetika,Dry Fruits & Nuts,Walnuts,200 g,499,424.15,—,Premium broken walnut kernels.,https://www.bbassets.com/media/uploads/p/l/40366171_2-khetika-premium-broken-walnut-kernels.jpg
P001075,Tata Sampann Premium Inshell Walnuts,Tata Sampann,Dry Fruits & Nuts,Walnuts,500 g,549,505.08,—,Premium walnuts with shell.,https://www.bbassets.com/media/uploads/p/l/40334029_2-tata-sampann-premium-inshell-walnuts.jpg
P001076,Tata Sampann Inshell Walnuts/Akhrot,Tata Sampann,Dry Fruits & Nuts,Walnuts,1 kg (500 g × 2),549,506,RV2MLMJNBX,"Premium in-shell walnuts, naturally cholesterol-free.",https://www.bbassets.com/media/uploads/p/l/40334029_2-tata-sampann-premium-inshell-walnuts.jpg
P001077,FRESHOCARTZ California Broken Walnuts Akhrot,FRESHOCARTZ,Dry Fruits & Nuts,Walnuts,500 g,999,743,RV2NKX3TB4,California broken walnut kernels in a pouch.,https://m.media-amazon.com/images/I/411nYbgOnhL._SX300_SY300_QL70_FMwebp_.jpg
P001078,Shellfeast Walnut Kernels,Shellfeast,Dry Fruits & Nuts,Walnuts,500 g,899,649,RVUUZR3PAB,Brown Kashmiri walnut kernels without shell.,https://m.media-amazon.com/images/I/31UP2YG2kZL._SY300_SX300_QL70_FMwebp_.jpg
P001079,BB Royal Organic Walnut/Akhrot Kernels,BB Royal Organic,Dry Fruits & Nuts,Walnuts,100 g,279,225,40168548,Organic walnut kernels.,https://www.bbassets.com/media/uploads/p/l/40114175_14-bb-royal-organic-walnut-kernelsakharot.jpg
P001080,BB Royal Organic Walnut/Akhrot Kernels,BB Royal Organic,Dry Fruits & Nuts,Walnuts,200 g,549,452,40168548,Organic walnut kernels.,https://www.bbassets.com/media/uploads/p/l/40168548_13-bb-royal-organic-walnut-kernelsakharot.jpg
P001081,BB Royal Organic Walnut/Akhrot Kernels,BB Royal Organic,Dry Fruits & Nuts,Walnuts,500 g,"1,349","1,099",40168548,Organic walnut kernels.,https://www.bbassets.com/media/uploads/p/l/40199569_6-bb-royal-organic-walnut-kernelsakhrot.jpg
P001082,NRD Walnut Kernel - Regular Quality,NRD,Dry Fruits & Nuts,Walnuts,500 g,899,549,RVX7RMHOPM,Natural Californian walnut kernels without shell.,https://m.media-amazon.com/images/I/51QfcRXucEL._SY300_SX300_QL70_FMwebp_.jpg
P001083,Dryma Walnut With Shell - California Walnut,Dryma,Dry Fruits & Nuts,Walnuts,500 g,699,549,RVMMJZVMNA,California walnuts with shell.,https://rukminim1.flixcart.com/image/1024/1024/xif0q/shopsy-nut-dry-fruit/d/5/z/500-california-walnuts-with-shell-whole-inshell-walnuts-sabut-original-imahk6dh9dbkfahh.jpeg?q=90
P001084,RJ 7773 California Inshell Walnut,RJ 7773,Dry Fruits & Nuts,Walnuts,500 g,3750,"3,700",RVKAQYKKFO,Premium California inshell walnuts.,https://m.media-amazon.com/images/I/61dueZds+eL._SX425_.jpg
P001085,Triangle Walnut Without Shell Quarter Kernels,Triangle,Dry Fruits & Nuts,Walnuts,500 g,899,599,RVE9ZC6CS7,"Kashmiri quarter walnut kernels, vacuum packed.",https://m.media-amazon.com/images/I/41UNIR+3LwL._SY300_SX300_QL70_FMwebp_.jpg
P001086,Kashmir Premium Harvest 2 Halves Walnuts,Vale Of Kashmir,Dry Fruits & Nuts,Walnuts,500 g,899,689,—,"Indian walnut kernels, brown half/halves.",https://m.media-amazon.com/images/I/41FGD3FLihL._SY300_SX300_QL70_FMwebp_.jpg
P001087,PROTIUM Walnut Kernels,PROTIUM,Dry Fruits & Nuts,Walnuts,500 g,899,599,RVI7WEE4FI,Walnut kernels without shell / Akhrot Giri.,https://m.media-amazon.com/images/I/61Msjwemq4L.jpg
P001088,FRESH FINEST Premium Kashmiri Walnuts,FRESH FINEST,Dry Fruits & Nuts,Walnuts,500 g,899,599,—,"Kashmiri walnuts without shell, walnut kernels.",https://m.media-amazon.com/images/I/41pw045G8KL._SY300_SX300_QL70_FMwebp_.jpg
P001089,Tata Sampann Premium Roasted & Salted Pistachios,Tata Sampann,Dry Fruits,Pistachios,500 g,999,899.1,900457766,Premium roasted and salted pistachios.,https://www.bbassets.com/media/uploads/p/l/900457766_2-tata-sampann-100-premium-pistachios.jpg
P001090,Tata Sampann Premium Pistachios - Roasted & Salted,Tata Sampann,Dry Fruits,Pistachios,200 g Pouch,530,476,40232835,Premium roasted and salted pistachios.,https://www.bbassets.com/media/uploads/p/l/40232835_14-tata-sampann-iranian-pistachios-premium-roasted-salted-flavourful-deluxe-size.jpg
P001091,Happilo Roasted & Salted Jumbo Californian Pistachios,Happilo,Dry Fruits,Pistachios,500 g,"1,190",994,40200934,Roasted and salted Californian pistachios.,https://www.bbassets.com/media/uploads/p/l/40200934_6-happilo-premium-californian-roasted-salted-pistachios-value-pack.jpg
P001092,Happilo Roasted & Salted Jumbo Californian Pistachios,Happilo,Dry Fruits,Pistachios,200 g,475,405,40087188,Roasted and salted Californian pistachios.,https://www.bbassets.com/media/uploads/p/l/40087188_9-happilo-premium-californian-roasted-salted-pistachios.jpg
P001093,Happilo Roasted & Salted Iranian Pistachios,Happilo,Dry Fruits,Pistachios,200 g,475,379,40087197,Roasted and salted Iranian pistachios.,https://www.bbassets.com/media/uploads/p/l/40087197_8-happilo-premium-iranian-roasted-salted-pistachios.jpg
P001094,bb Royal Roasted & Salted California Pistachios,bb Royal,Dry Fruits,Pistachios,100 g,194,193,40263418,Roasted and salted California pistachios.,https://www.bbassets.com/media/uploads/p/l/40263418_6-bb-royal-roasted-salted-california-pistachios.jpg
P001095,"bb Royal Irani Pistachios - Premium, Roasted & Lightly Salted",bb Royal,Dry Fruits,Pistachios,100 g Standy Ziplock Pouch,269,245,10000495,"Premium Iranian pistachios, roasted and lightly salted.",https://www.bbassets.com/media/uploads/p/l/10000495_19-bb-royal-pista-irani-roasted-salted.jpg
P001096,KesarCo Salted & Roasted Pistachios,KesarCo,Dry Fruits,Pistachios,100 g,290,152.25,40343098,Salted and roasted pistachios.,https://www.bbassets.com/media/uploads/p/l/40343098_2-kesarco-salted-roasted-pistachios.jpg
P001097,Open Secret Roasted and Salted Pistachios,Open Secret,Dry Fruits,Pistachios,500 g,"1,100",813,—,Whole roasted and salted pistachios.,https://m.media-amazon.com/images/I/61h+gJVVwKL._SX522_.jpg
P001098,Nutritious Pista Salted Irani,Nutritious,Dry Fruits,Pistachios,500 g,860,662,—,Salted Iranian pistachios.,"https://cdn.zeptonow.com/production/ik-seo/tr:w-470,ar-1021-1021,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6f9a1ca2-d8ad-4e62-91ed-3c6c4b49cd90/Nutritious-Pista-Salted-Irani.jpeg"
P001099,Daily Good Pistachios California Salted,Daily Good,Dry Fruits,Pistachios,500 g,860,655,—,Whole California salted pistachios.,"https://cdn.zeptonow.com/production/ik-seo/tr:w-470,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3b275d65-948a-4c0f-af74-ebbc7ae0566f/Daily-Good-Pistachios-California-Salted.jpeg"
P001100,Nut Toppers Roasted & Salted Pistachio,Nut-toppers,Dry Fruits,Pistachios,500 g,950,608,—,Roasted and salted pistachios.,"https://cdn.zeptonow.com/production/ik-seo/tr:w-470,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ffc66507-f2c7-4b98-baa0-74de3d0e858f/Nut-Toppers-Roasted-Salted-Pistachio.jpeg"
P001101,Delight Nuts Roasted and Salted Pistachios,Delight Nuts,Dry Fruits,Pistachios,500 g,"1,199",984,534690,Roasted and salted pistachios.,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=480,h=480/da/cms-assets/cms/product/rc-upload-1783344236558-45.jpg"
P001102,Wonderland Foods Roasted & Salted Pistachios,Wonderland Foods,Dry Fruits,Pistachios,200 g,499,429,531994,Roasted and salted pistachios.,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=480,h=480/da/cms-assets/cms/product/rc-upload-1783914374191-598.jpg"
P001103,Khetika Roasted & Salted Pistachios,Khetika,Dry Fruits,Pistachios,100 g,269,242.1,—,Roasted and salted pistachios.,https://www.khetika.com/cdn/shop/files/6Pistachio.jpg?v=1763359893&width=1000
P001104,Chinar Roasted & Salted Pista - Tasty & Crispy,Chinar,Dry Fruits,Pistachios,200 g,485,478,—,Tasty and crispy roasted salted pista.,https://www.bbassets.com/media/uploads/p/l/40258681_1-chinar-pista-salted.jpg
P001105,Mahaarajaa Majestic Pistachio,Mahaarajaa,Dry Fruits,Pistachios,300 g,710,702,—,Premium pistachios.,https://www.bbassets.com/media/uploads/p/l/40345064_1-mahaarajaa-majestic-pistachio.jpg
P001106,Bolas Dry Roasted Salted California Pistachios,Bolas,Dry Fruits,Pistachios,25 g,80,60,—,Dry roasted salted California pistachios.,https://bolas.co.in/admin/uploads/products/431/1_1407571.jpg
P001107,KesarCo Salted & Roasted Pistachios,KesarCo,Dry Fruits,Pistachios,100 g,290,192.15,40343098,Salted and roasted pistachios.,https://kesarco.com/cdn/shop/files/2_3_96b32348-65c3-4c44-97f5-e42d40ebac84.png?v=1786012864&width=600
P001108,Sapphire Dry Nuts California Pista Inshell,Sapphire Dry Nuts,Dry Fruits,Pistachios,250 g,569,404.14,—,California pistachios in shell.,https://www.bbassets.com/media/uploads/p/l/40313221_3-sapphire-california-pista-inshell.jpg
P001109,Get Healthy Pistachios,Get Healthy,Dry Fruits,Pistachios,100 g,240,180,668170,Pistachios suitable for snacking and daily consumption.,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=480,h=480/da/cms-assets/cms/product/8a8b377f-d392-45bd-9b23-416a9154e55e.jpg"
P001110,The Big Nuts Iranian Pistachios,The Big Nuts,Dry Fruits,Pistachios,250 g,510,420,718304,Iranian pistachios.,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=480,h=480/da/cms-assets/cms/product/baa66246-2eab-4ff1-afe8-c5fcc5e78647.jpg"
P001111,Nutri Harvest Premium Roasted & Salted Pistachios,Nutri Harvest,Dry Fruits,Pistachios,250 g,599,480,—,Premium roasted and salted pistachios.,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=480,h=480/da/cms-assets/cms/product/baa66246-2eab-4ff1-afe8-c5fcc5e78647.jpg"
P001112,Nutraj California Pistachio Kernels,Nutraj,Dry Fruits,Pistachios,—,360,349,—,California pistachio kernels without shell.,https://www.nutraj.com/cdn/shop/files/Generic_pista-kernel-1_f5a215f7-5e7c-48fe-8ba4-244a9cad9f30_882x882.jpg?v=1775202259
P001113,Nutraj California Roasted & Salted Pistachios,Nutraj,Dry Fruits,Pistachios,—,370,365,—,California roasted and salted pistachios.,https://rukminim2.flixcart.com/image/1536/1536/xif0q/nut-dry-fruit/i/m/b/250-california-roasted-salted-1-pouch-nutraj-original-imahfr3ykyzznjdn.jpeg?q=90
P001114,Lagom Premium Pista Kernels,Lagom,Dry Fruits,Pistachios,—,1020,999,—,Premium pista kernels.,https://lagominc.com/cdn/shop/files/1_fb0ef9f6-1825-4600-b3e3-3d5635241e2f.jpg?v=1783921486&width=713
P001115,Fabeato Roasted Pistachios,Fabeato,Dry Fruits,Pistachios,200g,1000,907,—,Roasted pistachios.,https://fabeato.com/cdn/shop/files/pistachios_front.png?v=1745901143
P001116,YUM YUM Pistachios Roasted & Salted,YUM YUM,Dry Fruits,Pistachios,1 kg,2020,"1,999",—,Roasted and salted pistachios in a 1 kg jar.,https://m.media-amazon.com/images/I/71X5CWS5WvL._SL1500_.jpg
P001117,Bazana Roasted Salted Pistachios,Bazana,Dry Fruits,Pistachios,1 kg,1620,"1,599",—,Roasted salted pistachios.,https://cdn2.clevup.in/303196/3-1716186678643.jpeg?width=600&format=webp
P001118,Singh Dry Fruits Premium Pistachios,Singh Dry Fruits,Dry Fruits,Pistachios,(500g  2)1 kg,1520,"1,499",—,Natural roasted and salted premium pista.,https://m.media-amazon.com/images/I/715eHohMjjL._SL1500_.jpg
P001119,Yogabar Premium Pista,Yogabar,Dry Fruits,Pistachios,200 g,760,749,—,Premium pistachios.,https://m.media-amazon.com/images/I/61s99wBnFvL._SL1500_.jpg
P001120,GrabPure Iranian Pistachios Pista Roasted & Lightly Salted,GrabPure,Dry Fruits,Pistachios,250g,499,219,—,Iranian pistachios roasted and lightly salted.,https://grabpure.in/cdn/shop/products/GrowMore-ProductShoot-YourPhotographer-26.jpg?v=1669294914&width=600
P001121,True Elements Californian Salted & Roasted Pistachios,True Elements,Dry Fruits,Pistachios,400g,620,609,—,Californian roasted and salted pistachios.,https://m.media-amazon.com/images/I/71x2H5xgTiL._SY741_.jpg
P001122,ProV Premium California Roasted & Salted Pistachios,ProV,Dry Fruits,Pistachios,250 g,430,420,—,California roasted and salted pistachios.,https://www.provfoods.in/cdn/shop/files/2740236456_fceef1fb-05ee-4dd1-8d25-3ba7bf3485ce.jpg?v=1738235692
P001123,Nutty Gritties California Pistachios Roasted & Lightly Salted,Nutty Gritties,Dry Fruits,Pistachios,1 kg,2450,"2,430",—,"Roasted and lightly salted California pistachios, 5 × 200 g.",https://m.media-amazon.com/images/I/61fREun89QL._SX679_.jpg
P001124,GreenFinity Fresh Whole Roasted Salted Pistachios,GreenFinity,Dry Fruits,Pistachios,1 kg,1520,"1,499",—,Whole roasted salted pista with shell.,https://m.media-amazon.com/images/I/51-wt1u22GL._SY300_SX300_QL70_FMwebp_.jpg
P001125,NUTRIFIC Raw Pistachios Without Shell,NUTRIFIC,Dry Fruits,Pistachios,200 g,620,599,—,"Raw, natural pista kernels without shell.",https://rukminim2.flixcart.com/image/1536/1536/xif0q/nut-dry-fruit/a/p/g/1-pistachio-without-shell-raw-healthy-nuts-tasty-natural-premium-original-imahgzdyh2rhxyaq.jpeg?q=90
P001126,NatureVit Pistachios Kernels Without Shell,NatureVit,Dry Fruits,Pistachios,200 g,720,699,—,Premium jumbo pistachio kernels without shell.,https://m.media-amazon.com/images/I/61pp2aVKinL._SL1200_.jpg
P001127,LILA DRY FRUITS Pistachios Without Shell,LILA DRY FRUITS,Dry Fruits,Pistachios,500 g,1600,"1,590",—,"Raw, unflavoured pista without shell.",https://m.media-amazon.com/images/I/71geapDfF2L._SX679_.jpg
P001128,Nutraj California Roasted & Salted Pista,Nutraj,Dry Fruits,Pistachios,250 g,549,389,—,California pistachios roasted and salted for snacking.,https://m.media-amazon.com/images/I/71BFLZ8Fz8L._SL1500_.jpg
P001129,Nutraj Roasted & Salted Pistachio,Nutraj,Dry Fruits,Pistachios,100 g,249,184,—,Roasted and salted pistachios.,"https://cdn.zeptonow.com/production/ik-seo/tr:w-470,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6e409a26-2c61-4601-9aae-2036fa58456c/Nutraj-Roasted-Salted-Pistachio.jpeg"
P001130,Nutraj Premium California Pistachios In Shell - Roasted & Salted,Nutraj,Dry Fruits,Pistachios,200 g,449,340,—,"California pistachios in shell, roasted and salted.",https://m.media-amazon.com/images/I/71ap--KdLfL._SL1500_.jpg
P001131,Nutraj Roasted & Salted Pistachio Kernel,Nutraj,Dry Fruits,Pistachios,100 g,369,347,—,Shelled roasted and salted pistachio kernels.,https://m.media-amazon.com/images/I/711+6b0lhkL._SX679_.jpg
P001132,Tata Sampann Authentic Iranian Pistachios Roasted & Salted,Tata Sampann,Dry Fruits,Pistachios,200 g,530,359,—,"Authentic Iranian pistachios, roasted and salted.",https://m.media-amazon.com/images/I/411JXYa++fL._SY300_SX300_QL70_FMwebp_.jpg
P001133,Tata Sampann Iranian Pistachios Roasted & Salted Combo,Tata Sampann,Dry Fruits,Pistachios,200 g × 2,900,794,—,Two 200 g packs of roasted and salted Iranian pistachios.,https://m.media-amazon.com/images/I/61i6CdcFWIL._SX679_.jpg
P001134,Khetika Premium Roasted & Salted Pistachio,Khetika,Dry Fruits,Pistachios,200 g,420,266,—,Premium roasted and salted pistachios with no preservatives.,https://m.media-amazon.com/images/I/41wz93Hp+YL._SY300_SX300_QL70_FMwebp_.jpg
